DATE;REGION;AREA;TEMP
2021-01-01;Пермский край;5;-12.079365079365079
2021-01-01;Приморский край;7;-21.337606837606835
2021-01-01;Псковская обл.;6;0.41111111111111065
2021-01-01;Ростовская обл.;2;0.7979797979797983
2021-01-01;Рязанская обл.;1;-1.4333333333333331
2021-01-01;Самарская обл.;3;-9.555555555555555
2021-01-01;Санкт-Петербург;6;1.0555555555555547
2021-01-01;Саратовская обл.;3;-9.358585858585856
2021-01-01;Саха (Якутия);7;-32.156565656565654
2021-01-01;Сахалинская обл.;7;-15.027777777777779
2021-01-01;Свердловская обл.;5;-22.930555555555554
2021-01-01;Смоленская обл.;1;0.8333333333333334
2021-01-01;Ставропольский край;2;0.38095238095238076
2021-01-01;Тамбовская обл.;1;-2.2444444444444445
2021-01-01;Татарстан;3;-8.87037037037037
2021-01-01;Тверская обл.;1;0.23333333333333323
2021-01-01;Томская обл.;4;-35.123931623931625
2021-01-01;Тульская обл.;1;-0.541666666666667
2021-01-01;Тыва;4;-30.97222222222222
2021-01-01;Тюменская обл.;5;-33.53472222222222
2021-01-01;Удмуртия;5;-9.518518518518517
2021-01-01;Ульяновская обл.;3;-8.453703703703704
2021-01-01;ХМАО – Югра;5;-36.683574879227045
2021-01-01;Хабаровский край;7;-28.781045751633986
2021-01-01;Хакасия;4;-20.422222222222224
2021-01-01;Челябинская обл.;5;-16.744444444444447
2021-01-01;Чувашия;3;-8.388888888888888
2021-01-01;Чукотский АО;7;-25.455555555555552
2021-01-01;Ямало-Ненецкий АО;5;-35.822916666666664
2021-01-01;Ярославская обл.;1;-1.355555555555556
2021-01-02;Адыгея;2;6.222222222222224
2021-01-02;Алтай;4;-22.416666666666668
2021-01-02;Алтайский край;4;-34.34126984126984
2021-01-02;Амурская обл.;7;-25.79059829059829
2021-01-02;Архангельская обл.;6;-6.185185185185182
2021-01-02;Астраханская обл.;2;0.9259259259259259
2021-01-02;Башкортостан;5;-11.0
2021-01-02;Белгородская обл.;1;1.2222222222222212
2021-01-02;Брянская обл.;1;0.763888888888889
2021-01-02;Бурятия;4;-24.305555555555554
2021-01-02;Владимирская обл.;1;-2.166666666666666
2021-01-02;Волгоградская обл.;2;-1.4957264957264955
2021-01-02;Вологодская обл.;1;-3.548611111111111
2021-01-02;Воронежская обл.;1;0.8749999999999996
2021-01-02;Дагестан;2;3.1349206349206353
2021-01-02;Еврейская АО;7;-21.666666666666668
2021-01-02;Забайкальский край;4;-28.838888888888892
2021-01-02;Ивановская обл.;1;-3.416666666666667
2021-01-02;Ингушетия;2;6.611111111111111
2021-01-02;Иркутская обл.;4;-31.34795321637426
2021-01-02;Кабардино-Балкария;2;1.6388888888888895
2021-01-02;Калининградская обл.;6;-0.11111111111111072
2021-01-02;Калмыкия;2;1.3055555555555565
2021-01-02;Калужская обл.;1;0.13888888888888987
2021-01-02;Камчатский край;7;-10.440740740740742
2021-01-02;Карачаево-Черкессия;2;-0.7222222222222227
2021-01-02;Карелия;6;-1.2094017094017093
2021-01-02;Кемеровская обл.;4;-27.59722222222222
2021-01-02;Кировская обл.;5;-8.284722222222221
2021-01-02;Коми;6;-14.20707070707071
2021-01-02;Костромская обл.;1;-5.611111111111111
2021-01-02;Краснодарский край;4;4.57936507936508
2021-01-02;Красноярский край;7;-32.93724279835391
2021-01-02;Крым;2;5.1527777777777795
2021-01-02;Курганская обл.;5;-23.916666666666664
2021-01-02;Курская обл.;1;0.6111111111111119
2021-01-02;Ленинградская обл.;6;0.44444444444444464
2021-01-02;Липецкая обл.;1;0.5277777777777775
2021-01-02;Магаданская обл.;7;-27.22222222222222
2021-01-02;Марий Эл;3;-9.185185185185185
2021-01-02;Мордовия;3;-5.796296296296297
2021-01-02;Москва;1;-0.14814814814814828
2021-01-02;Московская обл.;1;-0.2698412698412697
2021-01-02;Мурманская обл.;6;-4.8
2021-01-02;Ненецкий АО;6;-14.95238095238095
2021-01-02;Нижегородская обл.;3;-5.9259259259259265
2021-01-02;Новгородская обл.;6;0.9861111111111113
2021-01-02;Новосибирская обл.;4;-35.67013888888889
2021-01-02;Омская обл.;4;-33.357142857142854
2021-01-02;Оренбургская обл.;5;-12.277777777777777
2021-01-02;Орловская обл.;1;0.5833333333333317
2021-01-02;Пензенская обл.;3;-5.694444444444445
2021-01-02;Пермский край;5;-11.428571428571429
2021-01-02;Приморский край;7;-19.919191919191917
2021-01-02;Псковская обл.;6;-0.14814814814814828
2021-01-02;Ростовская обл.;2;1.54040404040404
2021-01-02;Рязанская обл.;1;-1.5555555555555554
2021-01-02;Самарская обл.;3;-11.626984126984128
2021-01-02;Санкт-Петербург;6;0.777777777777777
2021-01-02;Саратовская обл.;3;-10.977777777777778
2021-01-02;Саха (Якутия);7;-34.958049886621325
2021-01-02;Сахалинская обл.;7;-15.214285714285717
2021-01-02;Свердловская обл.;5;-20.25
2021-01-02;Смоленская обл.;1;0.26666666666666733
2021-01-02;Ставропольский край;2;0.8148148148148152
2021-01-02;Тамбовская обл.;1;-1.2333333333333338
2021-01-02;Татарстан;3;-9.858024691358024
2021-01-02;Тверская обл.;1;0.14444444444444393
2021-01-02;Томская обл.;4;-36.89393939393939
2021-01-02;Тульская обл.;1;0.027777777777778175
2021-01-02;Тыва;4;-34.138888888888886
2021-01-02;Тюменская обл.;5;-32.611111111111114
2021-01-02;Удмуртия;5;-8.574074074074074
2021-01-02;Ульяновская обл.;3;-10.537037037037036
2021-01-02;ХМАО – Югра;5;-37.90096618357488
2021-01-02;Хабаровский край;7;-26.037037037037038
2021-01-02;Хакасия;4;-25.288888888888888
2021-01-02;Челябинская обл.;5;-15.766666666666666
2021-01-02;Чувашия;3;-9.222222222222223
2021-01-02;Чукотский АО;7;-22.833333333333336
2021-01-02;Ямало-Ненецкий АО;5;-36.62500000000001
2021-01-02;Ярославская обл.;1;-0.9111111111111105
2021-01-03;Адыгея;2;3.611111111111111
2021-01-03;Алтай;4;-29.98148148148148
2021-01-03;Алтайский край;4;-34.99206349206349
2021-01-03;Амурская обл.;7;-27.405982905982906
2021-01-03;Архангельская обл.;6;-7.594276094276095
2021-01-03;Астраханская обл.;2;1.4074074074074077
2021-01-03;Башкортостан;5;-11.07638888888889
2021-01-03;Белгородская обл.;1;-0.24074074074074026
2021-01-03;Брянская обл.;1;0.29166666666666585
2021-01-03;Бурятия;4;-24.074074074074076
2021-01-03;Владимирская обл.;1;-0.6388888888888891
2021-01-03;Волгоградская обл.;2;0.31746031746031816
2021-01-03;Вологодская обл.;1;-2.6666666666666665
2021-01-03;Воронежская обл.;1;-0.1736111111111106
2021-01-03;Дагестан;2;2.9814814814814814
2021-01-03;Еврейская АО;7;-23.14814814814815
2021-01-03;Забайкальский край;4;-25.474747474747474
2021-01-03;Ивановская обл.;1;-2.194444444444445
2021-01-03;Ингушетия;2;1.2777777777777761
2021-01-03;Иркутская обл.;4;-24.661616161616163
2021-01-03;Кабардино-Балкария;2;0.02777777777777818
2021-01-03;Калининградская обл.;6;-0.7222222222222227
2021-01-03;Калмыкия;2;1.12962962962963
2021-01-03;Калужская обл.;1;-0.04166666666666677
2021-01-03;Камчатский край;7;-8.88425925925926
2021-01-03;Карачаево-Черкессия;2;-1.2777777777777772
2021-01-03;Карелия;6;-2.08119658119658
2021-01-03;Кемеровская обл.;4;-29.36111111111111
2021-01-03;Кировская обл.;5;-9.479166666666666
2021-01-03;Коми;6;-14.25925925925926
2021-01-03;Костромская обл.;1;-6.9333333333333345
2021-01-03;Краснодарский край;4;3.0634920634920637
2021-01-03;Красноярский край;7;-26.35128205128205
2021-01-03;Крым;2;3.319444444444444
2021-01-03;Курганская обл.;5;-20.77777777777778
2021-01-03;Курская обл.;1;-0.7037037037037038
2021-01-03;Ленинградская обл.;6;-0.4953703703703701
2021-01-03;Липецкая обл.;1;-0.33333333333333315
2021-01-03;Магаданская обл.;7;-25.74242424242424
2021-01-03;Марий Эл;3;-6.9259259259259265
2021-01-03;Мордовия;3;-1.2962962962962965
2021-01-03;Москва;1;0.03703703703703757
2021-01-03;Московская обл.;1;-0.32539682539682546
2021-01-03;Мурманская обл.;6;-6.567460317460316
2021-01-03;Ненецкий АО;6;-15.340277777777779
2021-01-03;Нижегородская обл.;3;-2.293650793650794
2021-01-03;Новгородская обл.;6;-0.3888888888888895
2021-01-03;Новосибирская обл.;4;-34.73611111111111
2021-01-03;Омская обл.;4;-33.84920634920635
2021-01-03;Оренбургская обл.;5;-11.357142857142858
2021-01-03;Орловская обл.;1;-0.3611111111111113
2021-01-03;Пензенская обл.;3;-1.6
2021-01-03;Пермский край;5;-12.706349206349207
2021-01-03;Приморский край;7;-18.846153846153847
2021-01-03;Псковская обл.;6;-1.1111111111111112
2021-01-03;Ростовская обл.;2;0.8737373737373737
2021-01-03;Рязанская обл.;1;-0.2777777777777778
2021-01-03;Самарская обл.;3;-6.738095238095238
2021-01-03;Санкт-Петербург;6;-0.9444444444444441
2021-01-03;Саратовская обл.;3;-3.1759259259259256
2021-01-03;Саха (Якутия);7;-36.749322493224945
2021-01-03;Сахалинская обл.;7;-16.72222222222222
2021-01-03;Свердловская обл.;5;-19.1031746031746
2021-01-03;Смоленская обл.;1;0.033333333333333014
2021-01-03;Ставропольский край;2;0.8730158730158732
2021-01-03;Тамбовская обл.;1;-0.2777777777777778
2021-01-03;Татарстан;3;-8.253086419753085
2021-01-03;Тверская обл.;1;-1.1444444444444444
2021-01-03;Томская обл.;4;-32.33333333333333
2021-01-03;Тульская обл.;1;-0.33333333333333315
2021-01-03;Тыва;4;-34.6875
2021-01-03;Тюменская обл.;5;-28.118055555555557
2021-01-03;Удмуртия;5;-9.537037037037036
2021-01-03;Ульяновская обл.;3;-4.907407407407407
2021-01-03;ХМАО – Югра;5;-35.397660818713454
2021-01-03;Хабаровский край;7;-26.105263157894736
2021-01-03;Хакасия;4;-25.844444444444445
2021-01-03;Челябинская обл.;5;-14.288888888888888
2021-01-03;Чувашия;3;-4.425925925925926
2021-01-03;Чукотский АО;7;-18.333333333333332
2021-01-03;Ямало-Ненецкий АО;5;-30.408496732026144
2021-01-03;Ярославская обл.;1;-1.0333333333333334
2021-01-04;Адыгея;2;0.9999999999999984
2021-01-04;Алтай;4;-29.574074074074073
2021-01-04;Алтайский край;4;-31.548611111111114
2021-01-04;Амурская обл.;7;-29.69191919191919
2021-01-04;Архангельская обл.;6;-8.820512820512821
2021-01-04;Астраханская обл.;2;-1.4351851851851853
2021-01-04;Башкортостан;5;-8.622222222222222
2021-01-04;Белгородская обл.;1;-0.981481481481481
2021-01-04;Брянская обл.;1;0.04166666666666627
2021-01-04;Бурятия;4;-21.788194444444446
2021-01-04;Владимирская обл.;1;-1.861111111111111
2021-01-04;Волгоградская обл.;2;-0.9722222222222223
2021-01-04;Вологодская обл.;1;-3.597222222222222
2021-01-04;Воронежская обл.;1;-1.5347222222222225
2021-01-04;Дагестан;2;3.174603174603175
2021-01-04;Еврейская АО;7;-25.34722222222222
2021-01-04;Забайкальский край;4;-22.407407407407405
2021-01-04;Ивановская обл.;1;-1.7500000000000002
2021-01-04;Ингушетия;2;-2.999999999999999
2021-01-04;Иркутская обл.;4;-25.905555555555555
2021-01-04;Кабардино-Балкария;2;-0.5277777777777773
2021-01-04;Калининградская обл.;6;-0.3888888888888885
2021-01-04;Калмыкия;2;-0.2870370370370365
2021-01-04;Калужская обл.;1;-1.180555555555556
2021-01-04;Камчатский край;7;-8.513888888888888
2021-01-04;Карачаево-Черкессия;2;-2.0555555555555554
2021-01-04;Карелия;6;-4.324074074074074
2021-01-04;Кемеровская обл.;4;-24.98611111111111
2021-01-04;Кировская обл.;5;-5.451388888888889
2021-01-04;Коми;6;-17.50740740740741
2021-01-04;Костромская обл.;1;-3.5740740740740744
2021-01-04;Краснодарский край;4;3.0079365079365075
2021-01-04;Красноярский край;7;-26.27672955974843
2021-01-04;Крым;2;3.7361111111111107
2021-01-04;Курганская обл.;5;-20.981481481481485
2021-01-04;Курская обл.;1;-1.6296296296296304
2021-01-04;Ленинградская обл.;6;-1.8750000000000002
2021-01-04;Липецкая обл.;1;-1.9722222222222228
2021-01-04;Магаданская обл.;7;-25.333333333333336
2021-01-04;Марий Эл;3;-2.2407407407407405
2021-01-04;Мордовия;3;-2.7407407407407405
2021-01-04;Москва;1;-1.1851851851851856
2021-01-04;Московская обл.;1;-1.3888888888888895
2021-01-04;Мурманская обл.;6;-8.171296296296296
2021-01-04;Ненецкий АО;6;-16.82098765432099
2021-01-04;Нижегородская обл.;3;-2.191358024691358
2021-01-04;Новгородская обл.;6;-1.125
2021-01-04;Новосибирская обл.;4;-32.766666666666666
2021-01-04;Омская обл.;4;-30.134920634920633
2021-01-04;Оренбургская обл.;5;-9.88888888888889
2021-01-04;Орловская обл.;1;-1.6666666666666667
2021-01-04;Пензенская обл.;3;-2.944444444444444
2021-01-04;Пермский край;5;-9.285714285714286
2021-01-04;Приморский край;7;-18.508547008547012
2021-01-04;Псковская обл.;6;-1.5222222222222221
2021-01-04;Ростовская обл.;2;-0.01010101010101059
2021-01-04;Рязанская обл.;1;-2.2555555555555555
2021-01-04;Самарская обл.;3;-3.8095238095238093
2021-01-04;Санкт-Петербург;6;-1.6111111111111103
2021-01-04;Саратовская обл.;3;-2.722222222222222
2021-01-04;Саха (Якутия);7;-41.06893004115227
2021-01-04;Сахалинская обл.;7;-19.432098765432098
2021-01-04;Свердловская обл.;5;-15.597222222222221
2021-01-04;Смоленская обл.;1;-0.26666666666666694
2021-01-04;Ставропольский край;2;0.6031746031746034
2021-01-04;Тамбовская обл.;1;-2.422222222222222
2021-01-04;Татарстан;3;-4.697530864197531
2021-01-04;Тверская обл.;1;-0.8333333333333333
2021-01-04;Томская обл.;4;-30.916666666666668
2021-01-04;Тульская обл.;1;-2.2222222222222223
2021-01-04;Тыва;4;-33.99999999999999
2021-01-04;Тюменская обл.;5;-23.368055555555557
2021-01-04;Удмуртия;5;-7.055555555555556
2021-01-04;Ульяновская обл.;3;-2.157407407407408
2021-01-04;ХМАО – Югра;5;-31.077777777777776
2021-01-04;Хабаровский край;7;-27.479797979797976
2021-01-04;Хакасия;4;-22.477777777777778
2021-01-04;Челябинская обл.;5;-15.766666666666666
2021-01-04;Чувашия;3;-2.388888888888889
2021-01-04;Чукотский АО;7;-19.689814814814813
2021-01-04;Ямало-Ненецкий АО;5;-30.61111111111111
2021-01-04;Ярославская обл.;1;-1.577777777777778
2021-01-05;Адыгея;2;5.944444444444446
2021-01-05;Алтай;4;-25.63888888888889
2021-01-05;Алтайский край;4;-27.194444444444446
2021-01-05;Амурская обл.;7;-28.781746031746028
2021-01-05;Архангельская обл.;6;-7.749158249158248
2021-01-05;Астраханская обл.;2;-5.898148148148149
2021-01-05;Башкортостан;5;-10.769841269841269
2021-01-05;Белгородская обл.;1;-1.5740740740740744
2021-01-05;Брянская обл.;1;-1.083333333333333
2021-01-05;Бурятия;4;-26.770833333333332
2021-01-05;Владимирская обл.;1;-2.7777777777777777
2021-01-05;Волгоградская обл.;2;-4.726190476190475
2021-01-05;Вологодская обл.;1;-4.179012345679012
2021-01-05;Воронежская обл.;1;-3.0138888888888893
2021-01-05;Дагестан;2;2.8968253968253967
2021-01-05;Еврейская АО;7;-24.166666666666668
2021-01-05;Забайкальский край;4;-27.87698412698413
2021-01-05;Ивановская обл.;1;-2.6111111111111116
2021-01-05;Ингушетия;2;-4.111111111111111
2021-01-05;Иркутская обл.;4;-31.5048309178744
2021-01-05;Кабардино-Балкария;2;-9.992007221626409e-16
2021-01-05;Калининградская обл.;6;0.5555555555555556
2021-01-05;Калмыкия;2;-1.953703703703703
2021-01-05;Калужская обл.;1;-2.0138888888888893
2021-01-05;Камчатский край;7;-12.2
2021-01-05;Карачаево-Черкессия;2;1.2499999999999991
2021-01-05;Карелия;6;-5.957264957264956
2021-01-05;Кемеровская обл.;4;-27.958333333333332
2021-01-05;Кировская обл.;5;-5.3125
2021-01-05;Коми;6;-12.055555555555555
2021-01-05;Костромская обл.;1;-3.3796296296296293
2021-01-05;Краснодарский край;4;2.287037037037036
2021-01-05;Красноярский край;7;-27.609452736318406
2021-01-05;Крым;2;6.138888888888889
2021-01-05;Курганская обл.;5;-21.81481481481482
2021-01-05;Курская обл.;1;-2.1296296296296298
2021-01-05;Ленинградская обл.;6;-3.0092592592592595
2021-01-05;Липецкая обл.;1;-2.638888888888889
2021-01-05;Магаданская обл.;7;-26.96581196581196
2021-01-05;Марий Эл;3;-3.1481481481481484
2021-01-05;Мордовия;3;-3.759259259259259
2021-01-05;Москва;1;-2.018518518518519
2021-01-05;Московская обл.;1;-2.1984126984126986
2021-01-05;Мурманская обл.;6;-8.888888888888888
2021-01-05;Ненецкий АО;6;-13.620370370370372
2021-01-05;Нижегородская обл.;3;-2.882716049382716
2021-01-05;Новгородская обл.;6;-1.111111111111111
2021-01-05;Новосибирская обл.;4;-28.704861111111107
2021-01-05;Омская обл.;4;-26.5
2021-01-05;Оренбургская обл.;5;-15.814814814814815
2021-01-05;Орловская обл.;1;-2.138888888888889
2021-01-05;Пензенская обл.;3;-5.1
2021-01-05;Пермский край;5;-9.071428571428571
2021-01-05;Приморский край;7;-19.203703703703706
2021-01-05;Псковская обл.;6;-0.9111111111111111
2021-01-05;Ростовская обл.;2;-1.0353535353535355
2021-01-05;Рязанская обл.;1;-2.9888888888888885
2021-01-05;Самарская обл.;3;-6.650793650793651
2021-01-05;Санкт-Петербург;6;-2.6111111111111107
2021-01-05;Саратовская обл.;3;-8.277777777777777
2021-01-05;Саха (Якутия);7;-37.35042735042736
2021-01-05;Сахалинская обл.;7;-18.85185185185185
2021-01-05;Свердловская обл.;5;-19.61111111111111
2021-01-05;Смоленская обл.;1;-1.0555555555555556
2021-01-05;Ставропольский край;2;1.698412698412699
2021-01-05;Тамбовская обл.;1;-3.9666666666666663
2021-01-05;Татарстан;3;-4.796296296296296
2021-01-05;Тверская обл.;1;-1.1833333333333331
2021-01-05;Томская обл.;4;-32.08888888888889
2021-01-05;Тульская обл.;1;-2.472222222222222
2021-01-05;Тыва;4;-34.1031746031746
2021-01-05;Тюменская обл.;5;-22.63888888888889
2021-01-05;Удмуртия;5;-6.962962962962963
2021-01-05;Ульяновская обл.;3;-3.796296296296296
2021-01-05;ХМАО – Югра;5;-28.272222222222222
2021-01-05;Хабаровский край;7;-26.25
2021-01-05;Хакасия;4;-29.444444444444443
2021-01-05;Челябинская обл.;5;-16.644444444444442
2021-01-05;Чувашия;3;-3.5925925925925917
2021-01-05;Чукотский АО;7;-23.39316239316239
2021-01-05;Ямало-Ненецкий АО;5;-26.04814814814815
2021-01-05;Ярославская обл.;1;-2.1
2021-01-06;Адыгея;2;6.111111111111111
2021-01-06;Алтай;4;-26.944444444444443
2021-01-06;Алтайский край;4;-27.955555555555556
2021-01-06;Амурская обл.;7;-29.999999999999996
2021-01-06;Архангельская обл.;6;-8.222222222222221
2021-01-06;Астраханская обл.;2;-4.299999999999999
2021-01-06;Башкортостан;5;-12.999999999999998
2021-01-06;Белгородская обл.;1;-0.8703703703703702
2021-01-06;Брянская обл.;1;-2.6944444444444438
2021-01-06;Бурятия;4;-26.32828282828283
2021-01-06;Владимирская обл.;1;-6.166666666666666
2021-01-06;Волгоградская обл.;2;-6.3888888888888875
2021-01-06;Вологодская обл.;1;-4.645833333333333
2021-01-06;Воронежская обл.;1;-4.319444444444445
2021-01-06;Дагестан;2;4.5
2021-01-06;Еврейская АО;7;-24.611111111111114
2021-01-06;Забайкальский край;4;-29.022222222222222
2021-01-06;Ивановская обл.;1;-5.527777777777777
2021-01-06;Ингушетия;2;1.0555555555555547
2021-01-06;Иркутская обл.;4;-25.846405228758165
2021-01-06;Кабардино-Балкария;2;1.25
2021-01-06;Калининградская обл.;6;0.5555555555555556
2021-01-06;Калмыкия;2;0.10185185185185193
2021-01-06;Калужская обл.;1;-4.416666666666666
2021-01-06;Камчатский край;7;-12.09259259259259
2021-01-06;Карачаево-Черкессия;2;0.6111111111111109
2021-01-06;Карелия;6;-7.5555555555555545
2021-01-06;Кемеровская обл.;4;-21.416666666666664
2021-01-06;Кировская обл.;5;-8.034722222222221
2021-01-06;Коми;6;-11.175925925925926
2021-01-06;Костромская обл.;1;-5.064814814814815
2021-01-06;Краснодарский край;4;3.9444444444444438
2021-01-06;Красноярский край;7;-24.24465811965812
2021-01-06;Крым;2;9.296296296296298
2021-01-06;Курганская обл.;5;-24.277777777777775
2021-01-06;Курская обл.;1;-2.2037037037037033
2021-01-06;Ленинградская обл.;6;-3.3703703703703707
2021-01-06;Липецкая обл.;1;-4.694444444444445
2021-01-06;Магаданская обл.;7;-29.56565656565657
2021-01-06;Марий Эл;3;-7.37037037037037
2021-01-06;Мордовия;3;-9.518518518518519
2021-01-06;Москва;1;-3.907407407407407
2021-01-06;Московская обл.;1;-4.373015873015873
2021-01-06;Мурманская обл.;6;-6.785185185185186
2021-01-06;Ненецкий АО;6;-12.722222222222223
2021-01-06;Нижегородская обл.;3;-7.358024691358025
2021-01-06;Новгородская обл.;6;-1.5138888888888888
2021-01-06;Новосибирская обл.;4;-25.163194444444443
2021-01-06;Омская обл.;4;-24.714285714285715
2021-01-06;Оренбургская обл.;5;-15.833333333333334
2021-01-06;Орловская обл.;1;-3.2222222222222214
2021-01-06;Пензенская обл.;3;-10.877777777777776
2021-01-06;Пермский край;5;-12.65079365079365
2021-01-06;Приморский край;7;-18.89285714285714
2021-01-06;Псковская обл.;6;-1.8888888888888888
2021-01-06;Ростовская обл.;2;-0.2979797979797981
2021-01-06;Рязанская обл.;1;-7.0777777777777775
2021-01-06;Самарская обл.;3;-15.007936507936508
2021-01-06;Санкт-Петербург;6;-2.666666666666667
2021-01-06;Саратовская обл.;3;-15.433333333333332
2021-01-06;Саха (Якутия);7;-32.26825396825397
2021-01-06;Сахалинская обл.;7;-18.644444444444446
2021-01-06;Свердловская обл.;5;-21.833333333333336
2021-01-06;Смоленская обл.;1;-3.7555555555555555
2021-01-06;Ставропольский край;2;1.444444444444444
2021-01-06;Тамбовская обл.;1;-7.855555555555556
2021-01-06;Татарстан;3;-10.919753086419753
2021-01-06;Тверская обл.;1;-2.9666666666666672
2021-01-06;Томская обл.;4;-31.333333333333332
2021-01-06;Тульская обл.;1;-4.361111111111111
2021-01-06;Тыва;4;-34.58730158730159
2021-01-06;Тюменская обл.;5;-23.930555555555554
2021-01-06;Удмуртия;5;-9.777777777777779
2021-01-06;Ульяновская обл.;3;-12.712962962962962
2021-01-06;ХМАО – Югра;5;-28.874396135265705
2021-01-06;Хабаровский край;7;-29.33585858585858
2021-01-06;Хакасия;4;-30.222222222222225
2021-01-06;Челябинская обл.;5;-19.57777777777778
2021-01-06;Чувашия;3;-9.25925925925926
2021-01-06;Чукотский АО;7;-22.707407407407405
2021-01-06;Ямало-Ненецкий АО;5;-27.64052287581699
2021-01-06;Ярославская обл.;1;-3.0888888888888886
2021-01-07;Адыгея;2;7.5
2021-01-07;Алтай;4;-27.333333333333332
2021-01-07;Алтайский край;4;-31.039682539682538
2021-01-07;Амурская обл.;7;-29.30902777777778
2021-01-07;Архангельская обл.;6;-12.259999999999998
2021-01-07;Астраханская обл.;2;1.166666666666666
2021-01-07;Башкортостан;5;-11.648148148148147
2021-01-07;Белгородская обл.;1;1.6666666666666667
2021-01-07;Брянская обл.;1;-0.5416666666666665
2021-01-07;Бурятия;4;-24.303030303030308
2021-01-07;Владимирская обл.;1;-7.527777777777778
2021-01-07;Волгоградская обл.;2;-0.5992063492063492
2021-01-07;Вологодская обл.;1;-8.768518518518519
2021-01-07;Воронежская обл.;1;0.49305555555555547
2021-01-07;Дагестан;2;3.150793650793651
2021-01-07;Еврейская АО;7;-26.296296296296294
2021-01-07;Забайкальский край;4;-24.600000000000005
2021-01-07;Ивановская обл.;1;-9.027777777777779
2021-01-07;Ингушетия;2;3.888888888888889
2021-01-07;Иркутская обл.;4;-18.79824561403509
2021-01-07;Кабардино-Балкария;2;3.5277777777777786
2021-01-07;Калининградская обл.;6;0.5555555555555556
2021-01-07;Калмыкия;2;1.7407407407407411
2021-01-07;Калужская обл.;1;-3.722222222222222
2021-01-07;Камчатский край;7;-17.21527777777778
2021-01-07;Карачаево-Черкессия;2;1.7777777777777775
2021-01-07;Карелия;6;-7.414529914529916
2021-01-07;Кемеровская обл.;4;-13.888888888888891
2021-01-07;Кировская обл.;5;-11.854166666666668
2021-01-07;Коми;6;-15.77777777777778
2021-01-07;Костромская обл.;1;-11.425925925925926
2021-01-07;Краснодарский край;4;6.174603174603175
2021-01-07;Красноярский край;7;-27.185941043083908
2021-01-07;Крым;2;9.981481481481481
2021-01-07;Курганская обл.;5;-25.537037037037038
2021-01-07;Курская обл.;1;0.7962962962962971
2021-01-07;Ленинградская обл.;6;-4.027777777777778
2021-01-07;Липецкая обл.;1;-1.3611111111111116
2021-01-07;Магаданская обл.;7;-33.25925925925926
2021-01-07;Марий Эл;3;-9.685185185185185
2021-01-07;Мордовия;3;-7.166666666666667
2021-01-07;Москва;1;-5.2592592592592595
